likes,reposts,text,I
2037,81,"Люди делятся на две большие категории: на тех, кто перед лицом непреодолимой трудности испытывают желание убить, и тех, которые, напротив, чувствуют желание покончить с собой. 
 
Альберто Моравиа. ""Скука"".",FALSE
3131,90,"Гордые люди сами вскармливают свои злые печали.

Эмили Бронте, ""Грозовой перевал""",FALSE
3907,118,"Мне совершенно все равно —
Где совершенно одинокой 
Быть... 

Марина Цветаева",FALSE
3187,125,"Питаясь иллюзиями, помните, что и они имеют срок годности. 
 
Роман Надирян",FALSE
4540,147,"Вот почему у него ничего не получалось с другими женщинами, он ждал эту.

Триш Уайли ""Мечта любой женщины""",FALSE
1676,32,"- Какая страшная штука любовь, верно? – сказал он. – Подумать только, что люди хотят любви!

С. Моэм ""Бремя страстей человеческих""",FALSE
5653,194,"Когда тебе в следующий раз захочется поныть, попробуй для начала потренироваться перед зеркалом - увидишь, насколько ты смешно и жалко выглядишь, идиот. 

Ф.М. Достоевский",FALSE
4746,103,"Я была подружкой невесты. За полчаса до свадебного обеда я вошла к ней в комнату и вижу — она лежит на постели в своём затканном цветами платье, хороша, как июньский вечер, — и пьяна как сапожник. В одной руке у неё бутылка сотерна, а в другой какое-то письмо.

Великий Гэтсби.",TRUE
4531,107,"Вы рождены, чтобы быть чьей-то женой. Так почему бы не моей?

Маргарет Митчелл ""Унесённые ветром""",FALSE
3025,115,"Твой злейший враг — это твоя нервная система.

Джордж Оруэлл",FALSE
6539,175,"- Зато она, видно, в людях вообще не разбирается, раз ей нравишься ты.

Триш Уайли ""Мечта любой женщины""",FALSE
5392,176,"Мне вот порою кажется, что там, где не больно, нам неинтересно.

Эльчин Сафарли ""Если бы ты знал""",FALSE
2021,48,"Лучше сделать мало, чем совсем ничего.

Триш Уайли ""Мечта любой женщины""",FALSE
1835,46,"Мне стоило большого труда улыбнуться и никогда не удавалось заплакать. Я не умею находить утешение в слезах и временное облегчение в веселье. 
 
В. Гюго ""Человек, который смеется""",TRUE
2461,88,"Почему Вы рассуждаете о жизни, вместо того, чтобы ощущать ее? 
 
Эрих Мария Ремарк.",FALSE
2154,44,"Что мы можем сказать о Боге? Ничего. Что мы можем сказать Богу? Все. 
 
Марина Цветаева",FALSE
3339,93,"И если говоришь «я тебя люблю», то эти три слова обязывают. Хотя бы к тому, чтобы бояться потерять доверие (с)",FALSE
3053,123,"Злых людей нет на свете, есть только люди несчастливые. 
 
М. Булгаков ""Мастер и Маргарита""",FALSE
4145,174,"Можно задушить внутри себя влюбленность, нежность и даже влечение. Ты можешь убить все это или превратить в прочное застывшее, свинцовое сожаление, но саму любовь ты все равно не убьешь. 
 
Грегори Дэвид Робертс. Шантарам",FALSE
7481,307,"Чужая женщина всегда
Красивее твоей.
Её не портят ни еда,
Ни зеркало в фойе.

Её стремишься обаять,
Любить и украшать.
Чужая дама — не твоя,
А значит — хороша.

Твоя — совсем уже не то,
И в жизни и в сети.
Ты покупаешь ей пальто,
Оно не так сидит,

Нелепо сфоткалась, поёт
Противным голоском.
Она твоя — но не твоё…
Не тёлка, а мяскО.

Чужая! Вот где красота,
И грация, и стать,
Свою попробуй воспитай —
Своей такой не стать.

И жалко для нее теперь
И сердца, и руки.
Твоя не нравится тебе…

Но нравится другим.

Сола Монова",FALSE
171,1,"М. в инстаграме 
@m.vk.official 
Там только свои люди. ❤",FALSE
7037,237,"Держаться за руки, встречая рассвет, 
Держаться за руки во время расстрела. 
 
Он Юн «Больше нет»",FALSE
1788,53,"Самым абсурдным и чудовищным на войне есть то, что человека, который лично не имеет ничего против своего ближнего, учат хладнокровно его убивать.

Олдос Хаксли",FALSE
2538,95,"Я глядел, и не мог наглядеться, и знал — столь твердо, как то, что умру — что люблю её больше всего, что когда-либо видел или мог вообразить на этом свете, или мечтал увидеть на том.

В.В. Набоков. ""Лолита""",TRUE
4710,232,"Если вы человек — будьте любовью.

Виктор Гюго",FALSE
2101,78,"Мне плохо с людьми, потому что они мешают мне слушать мою душу или просто тишину.

Марина Цветаева",FALSE
2146,56,"Я считаю, что телевизор очень способствует образованию. Как только кто-то его включает, я иду в другую комнату и сажусь за хорошую книгу.

Граучо Маркс",TRUE
2089,75,"Ты никогда не решишь проблему, если будешь думать так же, как те, кто её создал.

Альберт Эйнштейн",FALSE
134,0,"Друзья, нашла вчера целую кучу разных левых аккаунтов в инстаграме моей группы и меня лично. В связи с тем, что группа большая, обмана тоже много. Будьте осторожны! Мошенники пытаются ""продать"" и группу и рекламу в ней, выдавая себя за меня. Бред полный конечно, но случаев полно (нахер это делать, не понимаю) многие знают все мои контакты,  напишу ещё раз для новеньких. Для меня главное, чтобы вас не обманули от моего лица.

@m.vk.official 
@megichkbv 
http://vk.com/club27693572
http://vk.com/inspiration_sound
vk.com.oioioio@gmail.com 

Вот это всё,  что у меня есть. Сюда и обращайтесь по всем вопросам.",FALSE
3438,76,"Любовь бежит от тех, кто гонится за нею. А тем, кто прочь бежит, кидается на шею. 

Уильям Шекспир",FALSE
5461,188,"Я приеду в Москву в сентябре, когда напишешь. Без тебя мне очень скучно. Я привык к тебе, как маленький, и мне без тебя неуютно и холодно. 

Антон Чехов. Письма. 24 августа 1901 г. Ялта",TRUE
1590,42,"Какое сегодня число?
Сентябрь, болван!

Бел Кауфман. ""Вверх по лестнице, ведущей вниз"".",FALSE
1733,52,"Лучшее время года — сентябрь, если погода ясная.

Джон Голсуорси. ""Сага о Форсайтах"".",FALSE
891,25,"Любовь моя, осень. <....> Когда приходит знание и покой, весна раздражает, пора беспокойства, и я жду сентября.

Михаил Веллер",TRUE
1956,97,"Сентябрь, это похмелье августа и канун октября, этот трогательнейший месяц, сочетает хорошие дни с кой-какими смутными предвещаниями.

Анри Барбюс",FALSE
5032,149,"Постараюсь навек сохранить этот вечер в груди. 
Не сердись на меня. Нужно что-то иметь позади. 
 
Иосиф Бродский",FALSE
1625,44,"Я откладывал на потом все, кроме любви. Ее я жаждал — сейчас, сию секунду! Хватался за эти летающие веревки, но они ускользали, обжигая мне ладони.

Дэвид Лазба. Трапеза Мятежника.",TRUE
2307,72,"Свобода для меня важнее счастья. 
 
 Эмир Кустурица",FALSE
2879,62,"Чем больше хочется забыть, тем меньше получается. 

Аневито Кем",FALSE
3952,96,"кроме любви твоей, мне нету солнца, а я и не знаю где ты и с кем. 

В. Маяковский",TRUE
3048,85,"мой брат научил меня не обращать внимание на все, что говорят до слова «но».

“Игра престолов”",FALSE
3777,138,"А бывает, проснёшься, и всё идеально. 
 
Дэвид Николс. Один день",FALSE
3022,91,"Лучше уж я сам все окончательно испорчу, зато прямо сегодня, без всякого там томительного ожидания и дыхательной гимнастики! 
 
Макс Фрай. ""Жертвы обстоятельств""",TRUE
3087,189,"Я никогда не слушаю никого, кто критикует мои космические путешествия, мои аттракционы или моих горилл. Когда это происходит, я просто упаковываю моих динозавров и выхожу из комнаты. 
 
Рэй Брэдбери.",TRUE
3043,115,"Не терплю, когда от меня чего-то ждут. У меня сразу появляется желание сделать все наоборот. 
 
Жан-Поль Сартр. ""За закрытыми дверями""",FALSE
2419,53,"Одиночество только усиливает ощущение ненужности 
 
Кен Кизи",FALSE
1283,33,"Как ты думаешь, в чем главное преимущество у богатых? 
— Не знаю, в чем? 
— Они могут сказать, что у них денег нет. Вот, например, я предложила однокласснице что-нибудь сделать. Тогда она может мне сказать: «Сейчас не могу, у меня денег нет». А если наоборот, то я так сказать никак не могу. Если я скажу, что у меня нет денег, это ведь значит, что у меня правда их нет. Только на посмешище себя выставлю. Это все равно как если красивая девушка скажет : «Я сегодня плохо накрашена, так что никуда идти не хочу». Если некрасивая девушка так скажет, все над ней только смеяться будут.
Х. Мураками ""Норвежский лес""",TRUE
2872,81,"Люби он ее всем своим ничтожным существом, он за восемьдесят лет не дал бы ей столько любви, сколько я за один день. 

Эмили Бронте ""Грозовой перевал""",TRUE
4803,101,"Дай нам Боже не скучать о тех, кто нас не любит. 
 
Слава Сэ",FALSE
2027,44,"Во всей стране найдутся от силы два-три мужчины, которые не считают себя увлекательнейшей темой для разговора. 
 
Тибор Фишер",FALSE
3571,93,"Не гляди на её запястья 
И с плечей её льющийся шёлк.
Я искал в этой женщине счастья,
А нечаянно гибель нашёл.

Сергей Есенин",FALSE
2544,56,"...и если я заслужил рай, то и заслужил тебя. 
 
Жорж Санд.",TRUE
2462,67,"Очень сложно рассказывать спокойно и доброжелательно о боли до тех пор, пока от нее не освободишься.. 
 
Артур Голден. Мемуары гейши",FALSE
2111,62,"Когда любишь, рождаются все новые страхи, о которых раньше и не подозревал. 
 
Эрих Мария Ремарк ""Время жить и время умирать""",FALSE
1709,56,"Едва ли я могу считать ее человеком в здравом уме - так упрямо верит она в свое фантастические представление обо мне и всем поведением старается угодить этому вымышленному герою, столь ей любезному. Но теперь, мне думается, она начинает понимать что я такое: я больше не виду глупых улыбок и ужимок, раздражавших меня вначале, и безмозглой неспособности понять, что я не шучу, когда высказываю ей в лицо свое мнение о ней и о ее глупой влюбленности. Потребовалось огромное напряжение всех ее умственных способностей, чтобы сообразить наконец, что я ее не люблю. 

Эмили Бронте ""Грозовой перевал""",TRUE
2004,59,"Каждое утро я вскакиваю с постели и наступаю на мину. Эта мина — я сам.

Рэй Брэдбери ""Дзен в искусстве написания книг""",TRUE
1981,52,"Горе мужчине,который овладевает рукой женщины,не завоевав также и весь пыл ее сердца!

Нотаниель Готорн ""Алая буква""",FALSE
3602,141,"Я ответил, что он, безусловно, имеет право на собственное мнение. Оно есть у каждого, как и дырка в жопе.

Стивен Кинг «11/22/63»",TRUE
2876,58,"Да, очень приятно идти рядом с высокой девушкой и осознавать, что ты еще выше.

Стивен Кинг «11/22/63»",FALSE
1561,24,"Раздался щелчок. Она ушла. Я разделся и лег в кровать, но еще долго не мог заснуть. Думал о вечном. О времени, и любви, и смерти.

Стивен Кинг «11/22/63»",TRUE
4311,182,"Веди себя как угодно, но с таким видом, будто имеешь на это право, и люди решат, что так оно и есть.

Стивен Кинг «11/22/63»",FALSE
3641,150,"Не подглядывай в замочную скважину – и не будет повода для огорчений.

Стивен Кинг «11/22/63»",FALSE
2156,70,"— Где болит?
«Там, где никому не видно, — подумал я…»

Рэй Брэдбери. Смерть - дело одинокое",FALSE
5497,203,"Вот она, жизнь.Вечно всё то же: один ждёт другого, а его нет и нет.Всегда кто-нибудь любит сильнее, чем любят его. И наступает час, когда хочется уничтожить то, что ты любишь, чтобы оно тебя больше не мучило.

Р.Брэдбери",FALSE
2195,79,"Уверяю тебя, если ты сумеешь подружиться с самим собой, то увидишь, сколько в жизни замечательных неожиданностей! 

Марк Леви «Следующий раз»",FALSE
2013,54,"Осень, это время года, когда в людях догорают последние искры искренности.

Виталий Гринберг ""Счастливое нечто""",FALSE
3788,151,"И при этом я очень сильно его любила. Очень. Можно разные слова подобрать, я умею, но вот о нём — горло сводит и получается только вымученно — очень. Очень. Очень.

Марта Кетро ""Знаки любви и её окончания""",TRUE
2650,172,"Он был мой Север, Юг, мой Запад, мой Восток, 
Мой шестидневный труд, мой выходной восторг, 
Слова и их мотив, местоимений сплав. 
Любви, считал я, нет конца. Я был не прав.

Созвездья погаси и больше не смотри 
Вверх. Упакуй луну и солнце разбери, 
Слей в чашку океан, лес чисто подмети. 
Отныне ничего в них больше не найти.

Уистен Оден
перевод Иосифа Бродского",TRUE
2734,117,"Встреча двух личностей подобна контакту двух химических веществ: если есть хоть малейшая реакция, изменяются оба элемента.

К.Г.Юнг",FALSE
1501,64,"Скажи мне милая,зачем ты от меня ушла
В туманные неведомые дали,
Я так хотел тебя в последний раз обнять
Но вот остался с распростертыми руками.

Я по крупицам создавал тебя, одну
Я рисовал тебя для сердца, слов, и боли
Я очутился в твоем сказочном плену
Словно актер, тот у которого нет роли.

Я перечитывал тебя, словно роман
И дотянуться запросто тогда я мог до звезд
Я правду знать хотел, но был обман
Я за тобой бродил как самый верный пес.

Я верен был, доверчив был, тобою болен
Я просыпался, с мыслью чтобы доказать
Что лишь с тобою я душою волен
Ну а с другою, мне пожизненно страдать.

Тебя вернуться, сотни раз молю, прошу
Срываюсь вниз, чтобы с желанием разбиться
Твои черты.. словно на вырванной странице
Лежат как снег.. поверь, я счастье в них ищу.",TRUE
1275,42,"Человек в других людях и есть душа человека. 
 
Борис Леонидович Пастернак",FALSE
1225,36,"Я не сумасшедший. Я здравомыслящий в сумасшедшем мире. 
 
Джим Моррисон",TRUE
2576,81,"Человек очень смущается, когда говорит от своего лица. Дайте ему маску, и он скажет вам всю правду. 
 
О.Уайльд ""Портрет Дориана Грея""",FALSE
3980,147,"Стало модным приписывать себе психиатрические заболевания. Депрессия, шизофрения, паранойя - этого всего у вас нет, вы просто дебилы. 
 
""Лицо со шрамом""",FALSE
1995,74,"Порядочного человека можно легко узнать по тому, как неуклюже он делает подлости. 
 
Михаил Жванецкий",FALSE
3793,121,"Но всё равно, наперекор всем бедам 
Ты дорог мне. Я отправляюсь следом. 

Уильям Шекспир 
«Двенадцатая ночь, или Что угодно?»",TRUE
1278,25,"Я еще не думал о любви, но я уже переживал тревожный, предшествующий любви период, полный смутных, томительно грустных ощущений.

А.И.Куприн ""Олеся""",TRUE
1465,37,"Мы все одержимы. 

Чак Паланик, Колыбельная",FALSE
3451,120,"Все начинается с любви: 
И наше счастье, и печали. 
А я смотрю в глаза твои, 
Как будто все у нас в начале. 
 

 
Андрей Дементьев 1970",TRUE
4123,188,"Есть в каждой нравственной системе 
Идея, общая для всех: 
Нельзя и с теми быть, и с теми, 
Не предавая тех и тех. 
 
Игорь Губерман",FALSE
2543,124,"Глотнув зыбко дрожащего сентябрьского воздуха, короткое лето растаяло, — а душа все не хотела расставаться с его жалкими остатками. Старая майка, джинсовые шорты, пляжные сандалии… 
 
Харуки Мураками.",FALSE
1386,40,"- Все эти «серьезные» люди – или ослы великие, или лицемеры! – заметил Райский. – «Учит жить»: а сам он умеет ли жить? 
 
Иван Гончаров «Обрыв»",FALSE
1085,25,"Я сидел дома и, по обыкновению, не знал, что с собой делать. Чего-то хотелось: не то конституции, не то севрюжины с хреном, не то взять бы да ободрать кого-нибудь. 
 
М. Салтыков-Щедрин.",TRUE
1190,49,"Глотнув зыбко дрожащего сентябрьского воздуха, короткое лето растаяло, — а душа все не хотела расставаться с его жалкими остатками. 
 
Харуки Мураками.",FALSE
2095,83,"Увы! Самое жалкое убожество — убожество характера — часто глубоко скрыто и обнаруживается лишь при длительном общении. 
 
Андре Жид. Фальшивомонетчики",FALSE
1315,43,"Если хочешь быть здоров и нормален, иди в стадо. 
 
Антон Чехов",FALSE
8183,336,"Ничто в нас не меняется.
Десять раз обожжёмся,а всё равно хотим гореть.

С.Есенин",FALSE
3150,138,"Как белый камень в глубине колодца,
Лежит во мне одно воспоминанье.
Я не могу и не хочу бороться:
Оно — веселье и оно — страданье.

А.Ахматова",FALSE
2773,71,"Иногда присутствие другого человека, даже безмолвное, помогает справиться с отчаянием.

Марк Леви «Следующий раз»",FALSE
2161,58,"Вся жизнь моя была залогом
Свиданья верного с тобой;
Я знаю, ты мне послан богом,
До гроба ты хранитель мой...

А. Пушкин ""Письмо Татьяны к Онегину""",FALSE
1551,40,"Есть такие мгновения в жизни, такие чувства… На них можно только указать – и пройти мимо.

И. С. Тургенев.",FALSE
2154,90,"Подходит осень, думал я, подходит осень, словно это было самое необычное дело на свете. Осень. На дворе совсем недавно была весна, потом лето и вот уже осень — странно подумать.

Кен Кизи «Над кукушкиным гнездом»",FALSE
3444,120,"Я меняюсь, и то, что я говорил 48 часов назад, может казаться для меня — глупым. Глупо даже слышится то, что мне что—то нравилось, а теперь я с этого смеюсь. 
 
Адам Плиев, «Книга».",TRUE
2133,70,"Мои мысли — звезды, которые я не способен объединить в созвездия. 

Джон Грин",TRUE
3279,103,"Люди, которые воспринимают все пустяки близко к сердцу - больше всех способны искренне любить. 

А.В.Доманская",FALSE
4762,243,"В аэропорту я вижу, как она бежит ко мне.
В моём теле – невероятный биологический взрыв, гормональный коктейль феромонов и адреналина. Это лучшее из того, что я пережил в жизни. Лучшее из того, что я когда-либо переживу. Лучше, чем концерт Моцарта, где я – в первом ряду.

Мюссо Гийом «Я возвращаюсь за тобой».",TRUE
2026,45,"Девушки. Боже мой, они могут свести тебя с ума. Они действительно могут. 

Джером Дэвид Сэлинджер ""Над пропастью во ржи""",FALSE
1651,36,"Он никогда не думал, что хоть один человек, войдя в его жизнь, мог бы принести ему исцеление. Теперь у одиночества было имя: Мэгги, Мэгги, Мэгги, Мэгги... 
 
Колин Маккалоу 
"" Поющие в терновнике "".",FALSE
2554,89,"Я ""не позволял своей любви высказываться вслух""; однако, если бы взгляды умели говорить,  и круглый дурак бы догадался бы, что я по уши влюблен. 

Эмили Бронте ""Грозовой перевал""",TRUE
3635,141,"Самая тяжелая болезнь на свете - это привычка думать. Она неизлечима. 
 
Эрих Мария Ремарк",FALSE
3024,72,"Надо называть вещи своими именами! Человек любит, а потом больше не любит. 
 
Франсуаза Саган",FALSE
1705,58,"Все воображают себя особенными, привилегированными, исключительными. Даже уродливая старая перечница, поливающая на крылечке герань. 
 
Чарльз Буковски. Женщины",FALSE
2344,93,"То, что тебе непонятно, ты можешь понимать как угодно. 
 
Чак Паланик. Дневник.",FALSE
4745,171,"Я закрываю глаза и вижу твои. 
 
Фредерик Бегбедер.",TRUE
4669,179,"Я проснулся тонущий в боли,
И не мог изменить исход.
Я снаружи казался весёлым,
А внутри был давно уже мёртв.

И.Бродский",TRUE
4654,174,"Покажи мне хоть что-нибудь хорошее, чему не приходит конец, и у меня на радостях крыша съедет.

Р.Брэдбери ""Лето,прощай""",FALSE
3449,85,"Вы мне сейчас - самый близкий,
Вы просто у меня больнее всего болите.

М.Цветаева",FALSE
1894,71,"Она стоит передо мною, как моя собственная история, мое развитие, мой характер. 
Она - мое собственное, заново воплотившееся я. 

Фердинанд Лассаль",FALSE
2199,67,"Когда человек начинает явно изменять самому себе с кем-то другим... рождается любовь. 

Аневито Кем",FALSE
5465,167,"Я понимаю, как смешно, 
Искать в глазах ответ, 
В глазах, которым всё равно 
Я рядом или нет. 
 
Владимир Высоцкий",TRUE
3027,80,"Кто-то когда-то сказал: «Пытаться забыть - значит, постоянно помнить». А я не хочу забывать. Хочу помнить.

Александр Полярный. Сказка о самоубийстве",TRUE
4034,135,"Я все равно
   тебя
когда-нибудь возьму —
одну
   или вдвоем с Парижем.

В. Маяковский",TRUE
3954,191,"Если человек не меняется, то в чём вообще смысл событий его жизни? 

Д.Коупленд ""Похитители жвачки""",FALSE
4549,150,"Порой я ее обожаю. А порой хочу всадить ей пулю в лоб.

Дэнни Кинг",TRUE
3832,126,"Дома лучше, чем везде: здесь одежда удобнее, чай вкуснее, люди добрее друг к другу, потому что они родные и любимые.

Александр Полярный «Сказка о самоубийстве»",FALSE
5183,152,"Я ничего не ел. Вы когда-нибудь были сыты болью? Когда в горле комок и совсем не можешь есть. Одно и то же.

Александр Полярный «Сказка о самоубийстве»",TRUE
2855,81,"Теперь и родной дом кажется мне чужим. По­тому что Дом - это там, где есть ты.

Александр Полярный «Сказка о самоубийстве»",FALSE
5128,136,"Самое интересное я стараюсь собирать в инстаграме группы М. 

https://www.instagram.com/m.vk.official/

@m.vk.official",TRUE
3674,104,"Ты меня на рассвете разбудишь, 
Проводить необутая выйдешь. 
Ты меня никогда не забудешь. 
Ты меня никогда не увидишь. 

А.Вознесенский ""Сага""",FALSE
3728,159,"И ежели я ночью
отыскивал звезду на потолке,
она, согласно правилам сгоранья,
сбегала на подушку по щеке
быстрей, чем я загадывал желанье.

И.Бродский ""В озёрном краю""",TRUE
3361,111,"Только увидев,как человек улыбается,можно точно оценить,сколько в нем дерьма. 

Грегори Дэвид Робертс ""Шантарам""",FALSE
3928,234,"Дружбу я узнаю по отсутствию разочарований, истинную любовь - по невозможности быть обиженным.

Антуан де Сент-Экзюпери",TRUE
1545,76,"Мне говорят, что нужно уезжать...
Да, да, благодарю, я собираюсь. 
Да, да, я понимаю, провожать 
Не следует, и я не потеряюсь... 
Ах, что вы говорите? Дальний путь?
Какой-нибудь ближайший полустанок?
Ах, нет, не беспокойтесь, как-нибудь, 
Я вовсе налегке, без чемоданов. 
Да, да, пора идти, благодарю... 
Да, да, пора, и каждый понимает... Безрадостную зимнюю зарю 
Над Родиной деревья поднимают... 
Все кончено, не стану возражать,
Ладони бы пожать и до свиданья, 
Я выздоровел, и нужно уезжать, 
Да, да, благодарю за расставанье... 
Вези меня по Родине, такси, 
Как будто бы я адрес забываю, 
В оглохшие поля меня внеси, 
Я, видишь, из Отчизны выбываю. 
Как будто бы я адрес позабыл, 
К окошку запотевшему приникну, 
И над рекой, которую любил, 
Я расплачусь и лодочника кликну... 
Все кончено, теперь я не спешу, 
Кати назад спокойно, ради бога, 
Я в небо погляжу и подышу 
Холодным ветром берега другого. 
Ну вот и все, подходит переезд, 
Кати назад, не чувствуя печали, 
Когда войдешь на Родине в подъезд, 
Я к берегу пологому причалю... 
Мне говорят, что нужно уезжать... 
Да, да, благодарю, я собираюсь. 
Да, да, я понимаю, провожать 
Не следует, и я не потеряюсь... 

И. Бродский 1973 г.",TRUE
3285,139,"-Это не нравится мне. 
- Почему? 
-Я не дорос до этого. 
 
Ответил ли так когда нибудь хоть один человек? 
 
Фридрих Ницше",FALSE
4290,106,"Выбирая одну женщину, ты убиваешь другую.

Пикассо",FALSE
3079,99,"Время все лечит, хотите ли вы этого или нет. Время все лечит, все забирает, оставляя в конце лишь темноту. Иногда в этой темноте мы встречаем других, а иногда теряем их там опять. 
 
С. Кинг.",FALSE
2673,94,"Он так и не понял, что способность совершать ошибки не делает человека уродом. 
 
Джон Фаулз. ""Дэниел Мартин""",FALSE
3129,100,"Как может поместиться столько чувств в одной душе? 
 
А. Бессера. ""Любовь-нелюбовь""",FALSE
2471,107,"Чем лучше человек, тем он мягче и снисходительнее к недостаткам других. 
 
Д. Аддисон",FALSE
2885,88,"Мои руки обнимают Вас прежде, чем я успеваю отдать себе в этом отчет.

Джек Лондон ""Маленькая хозяйка большого дома""",TRUE
3670,67,"Один из двух всегда бросает другого. Весь вопрос в том, кто кого опередит.

Э. Ремарк ""Триумфальная арка""",FALSE
5235,173,"К одиночеству привыкаешь,но достаточно нарушить его хоть на день, и тебе придется привыкать к нему заново,с самого начала. 

Ричард Бах",FALSE
7228,260,"И даже не смей думать, что ты можешь не выдержать.

Эрнест Хемингуэй",FALSE
5619,170,"Когда мы с Мэгги поженились 60 лет назад, у нас не было денег. На нашем банковском счету было 8 долларов. Первые два года у нас даже не было телефона. Мы снимали крошечную квартирку в Венисе, по соседству с бензозаправкой. Там на стене и висел мой первый телефон. Я выбегал к нему, брал трубку, а люди думали, что звонят мне домой. Не было даже телефона, что уж говорить о машине. 
Но знаете, что у нас было? Любовь. 

Рэй Брэдбери",TRUE
3212,138,"Я прожил с первой женой три года. Она была настоящая леди, имела тысячу пятьсот фунтов в год, и мы давали званые обеды в нашем красном кирпичном домике в Кенсингтоне. Она была очаровательной женщиной; все так утверждали – адвокаты и их жены, которых мы угощали обедами, баловавшиеся литературой биржевые маклеры и подававшие надежды юные политики; ох, какая это была очаровательная женщина! Она заставляла меня ходить в церковь во фраке и в цилиндре, водила на концерты классической музыки, особенно же она любила воскресные лекции. Каждое утро она садилась завтракать ровно в восемь тридцать, а если я опаздывал, мне подавали завтрак холодным; она читала те книги, которые полагается читать, восхищалась теми картинами, которыми полагается восхищаться, обожала ту музыку, которую полагается обожать. Боже мой, как надоела мне эта женщина! 

Уильям Сомерсет Моэм. Бремя страстей человеческих",TRUE
5309,120,"Наверно, я бы раньше сообразил, что она дура, если бы мы столько не целовались. 

Джером Д. Сэлинджер ""Над пропастью во ржи """,TRUE
4294,195,"Если ты упал, то постарайся поднять что-то с пола, пока лежишь. 
 
Шотландская поговорка",FALSE
3361,62,"..Своим уходом ты наказал меня, а своим невозвратом - избил.

Малена Край, ""Последнее короткое письмо""",FALSE
4966,106,"Понимаете, девчонки такие дуры, просто беда. Их как начнешь целовать и все такое, они сразу теряют голову. 

Джером Д. Сэлинджер ""Над пропастью во ржи """,FALSE
4164,145,"Представьте себе, какая была бы тишина, если бы люди говорили только то, что знают. 

Карел Чапек",FALSE
2527,100,"В их обществе я бы умер со скуки, не будь там меня.

Александр Дюма",TRUE
2725,124,"Такие нынче времена, — изрек мистер Норрис, приняв чашку чая, — тебе мешают жить, а ты мешаешь ложечкой чай.

Кристофер Ишервуд",FALSE
3774,127,"Она не улыбнулась; она улыбалась, только если ей хотелось, а из вежливости, как все люди, - никогда. 

Ф. Саган ""Здравствуй, грусть""",FALSE
3250,150,"Я предпочитаю мужество. Гениями сейчас хоть пруд пруди. А мужество - редкость... 

О.Уайльд",TRUE
5829,223,"Твоего солнца хватит на десять Африк. 
А твоего холода - на несколько Антарктид. 
 
Роберт Рождественский",FALSE
2691,69,"Нежность переходила в любовь, любовь становилась страстью, а мы все молчали... еще мгновение, и мы задушим друг друга в объятьях! 
 
Леонид Андреев ""Дневник сатаны""",FALSE
3194,116,"Я не высокомерен. Я слишком занят тем, что думаю о вещах, которые вы не понимаете. Я же не виноват, что вы такие тупые. 
 
Джимми Карр",TRUE
5162,177,"Спектакль отменяется, нас всех тошнит. 
 
Хармс",FALSE
4635,196,"Не спешите говорить о себе. Разговор о вас начнётся, как только вы уйдете 
 
Аль Пачино",FALSE
3742,106,"Это такой возраст, когда у человека весь мир болит. 
 
Макс Фрай",FALSE
3961,135,"Знаю, что в конце концов все пройдет, но мне это не помогает. 
 
Эрих Ремарк ""Триумфальная арка""",FALSE
1232,46,"Когда-то вот так же говорили и о ней, обсуждали её, чаще всего придуманные, романы. Но все равно все было по-другому. Лучше или хуже, Скарлетт не знала, да и ни к чему было все и, главное, был Ретт.  Даже если его не было рядом, она всегда знала, что он есть и думает о ней. А сейчас?  Как хочется, чтобы кто-то думал о тебе, любил... Нет, хочется самой любить, наслаждаться жизнью. Всё ещё хочется... 

Д. Хилпатрик ""Ретт Батлер""",FALSE
2420,97,"Слова куда сильнее оружия. Я не испугаюсь меча, но против твоих слов, твоих мыслей у меня нет защиты. 

Ф. К. Каст ""Богиня Легенды""",TRUE
1850,54,"Разве я знаю, чего желаю? Я сам как потерянный: мне только бы быть при ней, в её ореоле, в её сиянии, навечно, всегда, всю жизнь.

Ф. Достоевский ""Игрок""",TRUE
